"name","category","prices/lowestPrice","prices/prices/0/availability","prices/prices/0/buyLink","prices/prices/0/currency","prices/prices/0/merchant","prices/prices/0/price","prices/prices/1/availability","prices/prices/1/buyLink","prices/prices/1/currency","prices/prices/1/merchant","prices/prices/1/price","prices/prices/2/availability","prices/prices/2/buyLink","prices/prices/2/currency","prices/prices/2/merchant","prices/prices/2/price","ratings/averageRating","ratings/numberOfRatings","ratings/percentages/1*","ratings/percentages/2*","ratings/percentages/3*","ratings/percentages/4*","ratings/percentages/5*","specifications/CAS Latency","specifications/Color","specifications/ECC / Registered","specifications/First Word Latency","specifications/Form Factor","specifications/Heat Spreader","specifications/Manufacturer","specifications/Model","specifications/Modules","specifications/Part #","specifications/Part #/0","specifications/Part #/1","specifications/Price / GB","specifications/Speed","specifications/Timing","specifications/Voltage","reviews","url"
"Kingston FURY Beast 16 GB (2 x 8 GB) DDR4-3600 CL17 Memory","Memory","87","Available soon","https://www.amazon.com/dp/B097K54WGV?tag=pcpapi-20&linkCode=ogi&th=1&psc=1","$","amazon","87",,,,,,,,,,,,,,,,,,"17","Black","Non-ECC / Unbuffered","9.444 ns","288-pin DIMM (DDR4)","Yes","Kingston",,"2 x 8GB","KF436C17BBK2/16",,,"$5.438","DDR4-3600",,"1.35 V",,"https://pcpartpicker.com/product/DBH7YJ/kingston-fury-beast-16-gb-2-x-8-gb-ddr4-3600-cl17-memory-kf436c17bbk216"
"Kingston FURY Beast 64 GB (2 x 32 GB) DDR5-5200 CL40 Memory","Memory","469.1","Available soon","https://www.awin1.com/cread.php?awinmid=91785&awinaffid=127079&ued=https%3A%2F%2Fwww.memoryc.com%2F39372-64gb-kingston-fury-beast-ddr5-5200mhz-cl40-dual-channel-kit-2-x-32gb.html","$","memoryc","469.1",,,,,,,,,,,,,,,,,,"40","Black","Non-ECC / Unbuffered","15.385 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"2 x 32GB","KF552C40BBK2-64",,,"$7.331","DDR5-5200",,"1.25 V",,"https://pcpartpicker.com/product/D6zhP6/kingston-fury-beast-64-gb-2-x-32-gb-ddr5-5200-cl40-memory-kf552c40bbk2-64"
"Kingston FURY Beast RGB 32 GB (2 x 16 GB) DDR5-5200 CL40 Memory","Memory","273.3","Available soon","https://www.awin1.com/cread.php?awinmid=91785&awinaffid=127079&ued=https%3A%2F%2Fwww.memoryc.com%2F43116-32gb-kingston-fury-beast-rgb-5200mhz-ddr5-cl40-dual-channel-kit-2x-16gb.html","$","memoryc","273.3","In stock","https://www.amazon.com/dp/B0B1QP3FKQ?tag=pcpapi-20&linkCode=ogi&th=1&psc=1","$","amazon","279.9",,,,,,"4","2","0%","0%","50%","0%","50%","40","Black","Non-ECC / Unbuffered","15.385 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"2 x 16GB","KF552C40BBAK2-32",,,"$8.541","DDR5-5200",,"1.25 V",,"https://pcpartpicker.com/product/gpwypg/kingston-fury-beast-rgb-32-gb-2-x-16-gb-ddr5-5200-cl40-memory-kf552c40bbak2-32"
"Kingston FURY Renegade 16 GB (1 x 16 GB) DDR5-6400 CL32 Memory","Memory",,,,,,,,,,,,,,,,,,,,,,,,"32","White / Silver","Non-ECC / Unbuffered","10 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"1 x 16GB","KF564C32RWA-16",,,,"DDR5-6400",,"1.4 V",,"https://pcpartpicker.com/product/ZFsV3C/kingston-fury-renegade-16-gb-1-x-16-gb-ddr5-6400-cl32-memory-kf564c32rwa-16"
"Kingston FURY Beast 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory","Memory","249.9","Out of stock","https://click.linksynergy.com/deeplink?id=8BacdVP0GFs&mid=44583&murl=https%3A%2F%2Fwww.newegg.com%2Fkingston-technology-corp-fury-beast-32gb-ddr5-6000-cas-latency-cl30-memory-black%2Fp%2FN82E16820242860%3Fitem%3DN82E16820242860","$","newegg","249.9",,,,,,,,,,,"5","22","0%","0%","0%","0%","100%","30","Black","Non-ECC / Unbuffered","10 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"2 x 16GB","KF560C30BBEK2-32",,,"$7.812","DDR5-6000",,"1.4 V",,"https://pcpartpicker.com/product/q7LdnQ/kingston-fury-beast-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-kf560c30bbek2-32"
"Kingston FURY Beast RGB 32 GB (2 x 16 GB) DDR5-5600 CL40 Memory","Memory","329.9","In stock","https://click.linksynergy.com/deeplink?id=8BacdVP0GFs&mid=44583&murl=https%3A%2F%2Fwww.newegg.com%2Fkingston-technology-corp-fury-beast-32gb-ddr5-5600-cas-latency-cl40-memory-black%2Fp%2F0RM-001W-00680%3Fitem%3D0RM-001W-00680","$","newegg","329.9","In stock","https://www.amazon.com/dp/B0B1QQHL42?tag=pcpapi-20&linkCode=ogi&th=1&psc=1","$","amazon","356.4",,,,,,"5","3","0%","0%","0%","0%","100%","40","Black","Non-ECC / Unbuffered","14.286 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"2 x 16GB","KF556C40BBAK2-32",,,"$10.312","DDR5-5600",,"1.25 V",,"https://pcpartpicker.com/product/QBnypg/kingston-fury-beast-rgb-32-gb-2-x-16-gb-ddr5-5600-cl40-memory-kf556c40bbak2-32"
"Kingston FURY Beast 16 GB (2 x 8 GB) DDR5-5200 CL40 Memory","Memory","169.9","In stock","https://click.linksynergy.com/deeplink?id=8BacdVP0GFs&mid=44583&murl=https%3A%2F%2Fwww.newegg.com%2Fkingston-technology-corp-kf552c40bbk2-16-16gb-ddr5-5200-cas-latency-cl40-memory-black%2Fp%2F0RN-001J-013N0%3Fitem%3D0RN-001J-013N0","$","newegg","169.9","In stock","https://www.amazon.com/dp/B09T97ZSVB?tag=pcpapi-20&linkCode=ogi&th=1&psc=1","$","amazon","183.9","Available soon","https://www.awin1.com/cread.php?awinmid=91785&awinaffid=127079&ued=https%3A%2F%2Fwww.memoryc.com%2F39381-16gb-kingston-fury-beast-ddr5-5200mhz-cl40-dual-channel-kit-2-x-8gb.html","$","memoryc","195.2","4.6","8","0%","0%","12%","13%","75%","40","Black","Non-ECC / Unbuffered","15.385 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"2 x 8GB","KF552C40BBK2-16",,,"$10.624","DDR5-5200",,"1.25 V",,"https://pcpartpicker.com/product/hbJgXL/kingston-fury-beast-16-gb-2-x-8-gb-ddr5-5200-cl40-memory-kf552c40bbk2-16"
"Kingston FURY Beast 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory","Memory","224.9","Available soon","https://www.awin1.com/cread.php?awinmid=91785&awinaffid=127079&ued=https%3A%2F%2Fwww.memoryc.com%2F36552-32gb-kingston-technology-fury-beast-3600mhz-ddr4-dual-memory-kit-2-x-16gb.html","$","memoryc","224.9","In stock","https://www.amazon.com/dp/B097K4QKQK?tag=pcpapi-20&linkCode=ogi&th=1&psc=1","$","amazon","239.4",,,,,,"4.3","6","17%","0%","0%","0%","83%","18","Black","Non-ECC / Unbuffered","10 ns","288-pin DIMM (DDR4)","Yes","Kingston",,"2 x 16GB","KF436C18BBK2/32",,,"$7.030","DDR4-3600",,"1.35 V",,"https://pcpartpicker.com/product/hsWzK8/kingston-fury-beast-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-kf436c18bbk232"
"Kingston Fury Renegade RGB 32 GB (2 x 16 GB) DDR5-6400 CL32 Memory","Memory","368.9","In stock","https://www.amazon.com/dp/B0B72BM63Q?tag=pcpapi-20&linkCode=ogi&th=1&psc=1","$","amazon","368.9",,,,,,,,,,,"5","2","0%","0%","0%","0%","100%","32","Silver / Black","Non-ECC / Unbuffered","10 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"2 x 16GB","KF564C32RSAK2-32",,,"$11.531","DDR5-6400",,"1.4 V",,"https://pcpartpicker.com/product/DTLFf7/kingston-fury-renegade-rgb-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-kf564c32rsak2-32"
"Kingston FURY Beast RGB 64 GB (2 x 32 GB) DDR5-6000 CL30 Memory","Memory","519.9","Out of stock","https://click.linksynergy.com/deeplink?id=8BacdVP0GFs&mid=44583&murl=https%3A%2F%2Fwww.newegg.com%2Fkingston-technology-corp-fury-beast-64gb-ddr5-6000-cas-latency-cl30-memory-white%2Fp%2FN82E16820242867%3Fitem%3DN82E16820242867","$","newegg","519.9","In stock","https://www.amazon.com/dp/B0CYM1HV7C?tag=pcpapi-20&linkCode=ogi&th=1&psc=1","$","amazon","692.4",,,,,,"4.5","4","0%","0%","0%","50%","50%","30","White","Non-ECC / Unbuffered","10 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"2 x 32GB","KF560C30BWEAK2-64",,,"$10.819","DDR5-6000",,"1.4 V",,"https://pcpartpicker.com/product/DMkH99/kingston-fury-beast-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-kf560c30bweak2-64"
"Kingston FURY Beast 128 GB (4 x 32 GB) DDR5-5600 CL40 Memory","Memory",,,,,,,,,,,,,,,,,"5","1","0%","0%","0%","0%","100%","40","White","Non-ECC / Unbuffered","14.286 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"4 x 32GB","KF556C40BWK4-128",,,,"DDR5-5600",,"1.25 V",,"https://pcpartpicker.com/product/2RyH99/kingston-fury-beast-128-gb-4-x-32-gb-ddr5-5600-cl40-memory-kf556c40bwk4-128"
"Kingston FURY 64 GB (2 x 32 GB) DDR5-6000 CL36 Memory","Memory","639.9","Out of stock","https://click.linksynergy.com/deeplink?id=8BacdVP0GFs&mid=44583&murl=https%3A%2F%2Fwww.newegg.com%2Fkingston-technology-corp-fury-beast-64gb-ddr5-6000-cas-latency-cl36-memory-silver-white%2Fp%2F0RM-001W-006X5%3Fitem%3D0RM-001W-006X5","$","newegg","639.9",,,,,,,,,,,,,,,,,,"36","White","Non-ECC / Unbuffered","12 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"2 x 32GB","KF560C36BWEAK2-64",,,"$10.000","DDR5-6000",,"1.35 V",,"https://pcpartpicker.com/product/BvfV3C/kingston-fury-64-gb-2-x-32-gb-ddr5-6000-cl36-memory-kf560c36bweak2-64"
"Kingston FURY Beast RGB 32 GB (2 x 16 GB) DDR5-5600 CL36 Memory","Memory",,,,,,,,,,,,,,,,,,,,,,,,"36","White","Non-ECC / Unbuffered","12.857 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"2 x 16GB","KF556C36BWEAK2-32",,,,"DDR5-5600",,"1.25 V",,"https://pcpartpicker.com/product/7VxxFT/kingston-fury-beast-rgb-32-gb-2-x-16-gb-ddr5-5600-cl36-memory-kf556c36bweak2-32"
"Kingston FURY Beast 32 GB (1 x 32 GB) DDR4-3200 CL16 Memory","Memory","158.7","In stock","https://www.amazon.com/dp/B097K3STJG?tag=pcpapi-20&linkCode=ogi&th=1&psc=1","$","amazon","158.7","Available soon","https://www.awin1.com/cread.php?awinmid=91785&awinaffid=127079&ued=https%3A%2F%2Fwww.memoryc.com%2F36410-32gb-kingston-fury-beast-3200mhz-ddr4-memory-module-1-x-32gb.html","$","memoryc","223.5",,,,,,"5","2","0%","0%","0%","0%","100%","16","Black","Non-ECC / Unbuffered","10 ns","288-pin DIMM (DDR4)","Yes","Kingston",,"1 x 32GB","KF432C16BB/32",,,"$4.962","DDR4-3200",,"1.35 V",,"https://pcpartpicker.com/product/c2BG3C/kingston-fury-beast-32-gb-1-x-32-gb-ddr4-3200-cl16-memory-kf432c16bb32"
"Kingston FURY Beast 16 GB (1 x 16 GB) DDR5-6000 CL30 Memory","Memory","283","In stock","https://www.awin1.com/cread.php?awinmid=91785&awinaffid=127079&ued=https%3A%2F%2Fwww.memoryc.com%2F64081-kingston-technology-fury-beast-16gb-6000mt-s-ddr5-cl30-dimm-black-expo.html","$","memoryc","283",,,,,,,,,,,,,,,,,,"30","Black","Non-ECC / Unbuffered","10 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"1 x 16GB","KF560C30BBE-16",,,"$17.691","DDR5-6000",,"1.4 V",,"https://pcpartpicker.com/product/dggrxr/kingston-fury-beast-16-gb-1-x-16-gb-ddr5-6000-cl30-memory-kf560c30bbe-16"
"Kingston FURY Beast RGB 64 GB (2 x 32 GB) DDR5-6000 CL30 Memory","Memory","908.6","In stock","https://www.amazon.com/dp/B0CYLY5N3R?tag=pcpapi-20&linkCode=ogi&th=1&psc=1","$","amazon","908.6",,,,,,,,,,,,,,,,,,"30","White","Non-ECC / Unbuffered","10 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"2 x 32GB","KF560C30BWAK2-64",,,"$14.197","DDR5-6000",,"1.4 V",,"https://pcpartpicker.com/product/M6Hqqs/kingston-fury-beast-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-kf560c30bwak2-64"
"Kingston FURY Beast RGB 32 GB (2 x 16 GB) DDR5-5600 CL36 Memory","Memory","377.3","Available soon","https://www.awin1.com/cread.php?awinmid=91785&awinaffid=127079&ued=https%3A%2F%2Fwww.memoryc.com%2F41887-32gb-kingston-technology-fury-beast-rgb-ddr5-5600mhz-dual-memory-kit-2-x-16gb.html","$","memoryc","377.3",,,,,,,,,,,"4.9","7","0%","0%","0%","14%","86%","36","Black","Non-ECC / Unbuffered","12.857 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"2 x 16GB","KF556C36BBEAK2-32",,,"$11.792","DDR5-5600",,"1.25 V",,"https://pcpartpicker.com/product/WFzhP6/kingston-fury-beast-rgb-32-gb-2-x-16-gb-ddr5-5600-cl36-memory-kf556c36bbeak2-32"
"Kingston FURY Beast 16 GB (2 x 8 GB) DDR5-5600 CL40 Memory","Memory","145.9","In stock","https://www.amazon.com/dp/B09T8VWV2R?tag=pcpapi-20&linkCode=ogi&th=1&psc=1","$","amazon","145.9","Available soon","https://www.awin1.com/cread.php?awinmid=91785&awinaffid=127079&ued=https%3A%2F%2Fwww.memoryc.com%2F39383-16gb-kingston-fury-beast-ddr5-5600mhz-cl40-dual-channel-kit-2-x-8gb.html","$","memoryc","208.3",,,,,,,,,,,,,"40","Black","Non-ECC / Unbuffered","14.286 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"2 x 8GB","KF556C40BBK2-16",,,"$9.124","DDR5-5600",,"1.25 V",,"https://pcpartpicker.com/product/gG8bt6/kingston-fury-beast-16-gb-2-x-8-gb-ddr5-5600-cl40-memory-kf556c40bbk2-16"
"Kingston FURY Beast RGB 128 GB (2 x 64 GB) DDR5-5600 CL36 Memory","Memory","1197.9","In stock","https://click.linksynergy.com/deeplink?id=8BacdVP0GFs&mid=44583&murl=https%3A%2F%2Fwww.newegg.com%2Fkingston-technology-corp-fury-beast-128gb-2-x-64gb-ddr5-5600-pc5-44800-cas-latency-cl36-memory-desktop-memory-black%2Fp%2F0RN-001J-015F5%3Fitem%3D0RN-001J-015F5","$","newegg","1197.9",,,,,,,,,,,,,,,,,,"36","Black","Non-ECC / Unbuffered","12.857 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"2 x 64GB","KF556C36BBEAK2-128",,,"$9.359","DDR5-5600",,"1.25 V",,"https://pcpartpicker.com/product/9TFCmG/kingston-fury-beast-rgb-128-gb-2-x-64-gb-ddr5-5600-cl36-memory-kf556c36bbeak2-128"
"Kingston FURY Renegade 32 GB (2 x 16 GB) DDR5-6400 CL32 Memory","Memory","292.2","Available soon","https://www.awin1.com/cread.php?awinmid=91785&awinaffid=127079&ued=https%3A%2F%2Fwww.memoryc.com%2F42992-32gb-kingston-technology-fury-renegade-6400mhz-ddr5-cl32-dual-channel-2-x-16gb.html","$","memoryc","292.2","In stock","https://www.amazon.com/dp/B0B72827G5?tag=pcpapi-20&linkCode=ogi&th=1&psc=1","$","amazon","295",,,,,,"5","2","0%","0%","0%","0%","100%","32","Silver / Black","Non-ECC / Unbuffered","10 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"2 x 16GB","KF564C32RSK2-32",,,"$9.132","DDR5-6400",,"1.4 V",,"https://pcpartpicker.com/product/D2XJ7P/kingston-fury-renegade-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-kf564c32rsk2-32"
"Kingston Server Premier 32 GB (1 x 32 GB) DDR4-3200 CL22 Memory","Memory","179.9","Out of stock","https://click.linksynergy.com/deeplink?id=8BacdVP0GFs&mid=44583&murl=https%3A%2F%2Fwww.newegg.com%2Fkingston-32gb%2Fp%2F0RN-001J-013R4%3Fitem%3D0RN-001J-013R4","$","newegg","179.9","In stock","https://www.amazon.com/dp/B09N9V1ZS4?tag=pcpapi-20&linkCode=ogi&th=1&psc=1","$","amazon","363.3",,,,,,,,,,,,,"22",,"ECC / Unbuffered","13.75 ns","288-pin DIMM (DDR4)","No","Kingston",,"1 x 32GB","KSM32ED8/32HC",,,"$11.354","DDR4-3200",,"1.2 V",,"https://pcpartpicker.com/product/2pYmP6/kingston-server-premier-32-gb-1-x-32-gb-ddr4-3200-cl22-memory-ksm32ed832hc"
"Kingston FURY Beast RGB 32 GB (2 x 16 GB) DDR5-6400 CL32 Memory","Memory",,,,,,,,,,,,,,,,,"5","1","0%","0%","0%","0%","100%","32","White","Non-ECC / Unbuffered","10 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"2 x 16GB","KF564C32BWEAK2-32",,,,"DDR5-6400",,"1.4 V",,"https://pcpartpicker.com/product/4C3NnQ/kingston-fury-beast-rgb-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-kf564c32bweak2-32"
"Kingston Server Premier 64 GB (1 x 64 GB) Registered DDR4-3200 CL22 Memory","Memory","587.9","Out of stock","https://click.linksynergy.com/deeplink?id=8BacdVP0GFs&mid=44583&murl=https%3A%2F%2Fwww.newegg.com%2Fkingston-64gb%2Fp%2F0RN-001J-013W7%3Fitem%3D0RN-001J-013W7","$","newegg","587.9",,,,,,,,,,,,,,,,,,"22",,"ECC / Registered","13.75 ns","288-pin DIMM (DDR4)","No","Kingston",,"1 x 64GB","KSM32RD4/64HCR",,,"$9.187","DDR4-3200",,"1.2 V",,"https://pcpartpicker.com/product/PnVmP6/kingston-server-premier-64-gb-1-x-64-gb-registered-ddr4-3200-cl22-memory-ksm32rd464hcr"
"Kingston FURY Beast 16 GB (1 x 16 GB) DDR4-3200 CL16 Memory","Memory","94","In stock","https://www.amazon.com/dp/B097K3WV9J?tag=pcpapi-20&linkCode=ogi&th=1&psc=1","$","amazon","94","Available soon","https://www.awin1.com/cread.php?awinmid=91785&awinaffid=127079&ued=https%3A%2F%2Fwww.memoryc.com%2F36289-16gb-kingston-technology-fury-beast-3200mhz-ddr4-memory-module-1-x-16gb.html","$","memoryc","128.1",,,,,,"5","2","0%","0%","0%","0%","100%","16","Black","Non-ECC / Unbuffered","10 ns","288-pin DIMM (DDR4)","Yes","Kingston",,"1 x 16GB","KF432C16BB/16",,,"$5.875","DDR4-3200",,"1.35 V",,"https://pcpartpicker.com/product/vJTp99/kingston-fury-beast-16-gb-1-x-16-gb-ddr4-3200-cl16-memory-kf432c16bb16"
"Kingston FURY Beast RGB 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory","Memory",,,,,,,,,,,,,,,,,,,,,,,,"30","Black","Non-ECC / Unbuffered","10 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"2 x 16GB","KF560C30BBAK2-32",,,,"DDR5-6000",,"1.4 V",,"https://pcpartpicker.com/product/fkMMnQ/kingston-fury-beast-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-kf560c30bbak2-32"
"Kingston FURY Beast 32 GB (2 x 16 GB) DDR5-6400 CL32 Memory","Memory",,,,,,,,,,,,,,,,,,,,,,,,"32","White","Non-ECC / Unbuffered","10 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"2 x 16GB","KF564C32BWK2-32",,,,"DDR5-6400",,"1.4 V",,"https://pcpartpicker.com/product/JVhv6h/kingston-fury-beast-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-kf564c32bwk2-32"
"Kingston FURY Beast 8 GB (1 x 8 GB) DDR5-6000 CL30 Memory","Memory",,,,,,,,,,,,,,,,,,,,,,,,"30","Black","Non-ECC / Unbuffered","10 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"1 x 8GB","KF560C30BBE-8",,,,"DDR5-6000",,"1.4 V",,"https://pcpartpicker.com/product/cmsV3C/kingston-fury-beast-8-gb-1-x-8-gb-ddr5-6000-cl30-memory-kf560c30bbe-8"
"Kingston Server Premier 64 GB (1 x 64 GB) Registered DDR4-2666 CL19 Memory","Memory","249.9","Out of stock","https://click.linksynergy.com/deeplink?id=8BacdVP0GFs&mid=44583&murl=https%3A%2F%2Fwww.newegg.com%2Fkingston-64gb%2Fp%2F0RM-001W-00682%3Fitem%3D0RM-001W-00682","$","newegg","249.9","In stock","https://www.amazon.com/dp/B09Y369M2P?tag=pcpapi-20&linkCode=ogi&th=1&psc=1","$","amazon","609.9",,,,,,,,,,,,,"19",,"ECC / Registered","14.254 ns","288-pin DIMM (DDR4)","No","Kingston",,"1 x 64GB","KSM26RD4/64MFR",,,"$9.531","DDR4-2666",,"1.2 V",,"https://pcpartpicker.com/product/QBBG3C/kingston-server-premier-64-gb-1-x-64-gb-registered-ddr4-2666-cl19-memory-ksm26rd464mfr"
"Kingston HyperX Fury 8 GB (1 x 8 GB) DDR4-3200 CL18 Memory","Memory",,,,,,,,,,,,,,,,,"4.7","9","0%","0%","0%","33%","67%","18","Black / Silver","Non-ECC / Unbuffered","11.25 ns","288-pin DIMM (DDR4)","Yes","Kingston",,"1 x 8GB","HX432C18FB2/8",,,,"DDR4-3200",,"1.2 V",,"https://pcpartpicker.com/product/XvyV3C/kingston-hyperx-fury-8-gb-1-x-8-gb-ddr4-3200-memory-hx432c18fb28"
"Kingston FURY Beast 32 GB (2 x 16 GB) DDR5-6000 CL36 Memory","Memory",,,,,,,,,,,,,,,,,"4.7","13","0%","0%","8%","15%","77%","36","Black","Non-ECC / Unbuffered","12 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"2 x 16GB","KF560C36BBEK2-32",,,,"DDR5-6000",,"1.35 V",,"https://pcpartpicker.com/product/hMLFf7/kingston-fury-beast-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-kf560c36bbek2-32"
"Kingston FURY Beast 16 GB (2 x 8 GB) DDR5-4800 CL38 Memory","Memory",,,,,,,,,,,,,,,,,"5","1","0%","0%","0%","0%","100%","38","Black","Non-ECC / Unbuffered","15.833 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"2 x 8GB","KF548C38BBK2-16",,,,"DDR5-4800",,"1.1 V",,"https://pcpartpicker.com/product/9fgFf7/kingston-fury-beast-16-gb-2-x-8-gb-ddr5-4800-cl38-memory-kf548c38bbk2-16"
"Kingston FURY Beast RGB 16 GB (2 x 8 GB) DDR5-6000 CL30 Memory","Memory",,,,,,,,,,,,,,,,,,,,,,,,"30","Black","Non-ECC / Unbuffered","10 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"2 x 8GB","KF560C30BBEAK2-16",,,,"DDR5-6000",,"1.4 V",,"https://pcpartpicker.com/product/B4bRsY/kingston-fury-beast-rgb-16-gb-2-x-8-gb-ddr5-6000-cl30-memory-kf560c30bbeak2-16"
"Kingston FURY Beast RGB 32 GB (2 x 16 GB) DDR5-6000 CL30 Memory","Memory","359.9","Out of stock","https://click.linksynergy.com/deeplink?id=8BacdVP0GFs&mid=44583&murl=https%3A%2F%2Fwww.newegg.com%2Fkingston-technology-corp-fury-beast-32gb-ddr5-6000-cas-latency-cl30-memory-black%2Fp%2FN82E16820242861%3Fitem%3DN82E16820242861","$","newegg","359.9","In stock","https://www.awin1.com/cread.php?awinmid=91785&awinaffid=127079&ued=https%3A%2F%2Fwww.memoryc.com%2F64470-kingston-technology-fury-beast-32gb-6000mt-s-ddr5-cl30-dimm-kit-of-2-rgb-expo.html","$","memoryc","421.5",,,,,,"4.8","11","0%","0%","9%","0%","91%","30","Black","Non-ECC / Unbuffered","10 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"2 x 16GB","KF560C30BBEAK2-32",,,"$13.174","DDR5-6000",,"1.4 V",,"https://pcpartpicker.com/product/NWhv6h/kingston-fury-beast-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-kf560c30bbeak2-32"
"Kingston FURY Beast 16 GB (1 x 16 GB) DDR5-6400 CL32 Memory","Memory",,,,,,,,,,,,,,,,,,,,,,,,"32","Black","Non-ECC / Unbuffered","10 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"1 x 16GB","KF564C32BBE-16",,,,"DDR5-6400",,"1.4 V",,"https://pcpartpicker.com/product/D8LdnQ/kingston-fury-beast-16-gb-1-x-16-gb-ddr5-6400-cl32-memory-kf564c32bbe-16"
"Kingston FURY Beast RGB 64 GB (2 x 32 GB) DDR5-6400 CL32 Memory","Memory","694.9","In stock","https://www.amazon.com/dp/B0CYM412PY?tag=pcpapi-20&linkCode=ogi&th=1&psc=1","$","amazon","694.9","In stock","https://click.linksynergy.com/deeplink?id=8BacdVP0GFs&mid=44583&murl=https%3A%2F%2Fwww.newegg.com%2Fkingston-technology-corp-fury-beast-64gb-ddr5-6400-cas-latency-cl32-memory-black%2Fp%2FN82E16820242873%3Fitem%3DN82E16820242873","$","newegg","694.9",,,,,,"5","1","0%","0%","0%","0%","100%","32","Black","Non-ECC / Unbuffered","10 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"2 x 32GB","KF564C32BBEAK2-64",,,"$10.859","DDR5-6400",,"1.4 V",,"https://pcpartpicker.com/product/kTsV3C/kingston-fury-beast-rgb-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-kf564c32bbeak2-64"
"Kingston HyperX Fury 16 GB (2 x 8 GB) DDR4-2666 CL16 Memory","Memory",,,,,,,,,,,,,,,,,"4.4","7","0%","0%","14%","29%","57%","16","Black","Non-ECC / Unbuffered","12.003 ns","288-pin DIMM (DDR4)","Yes","Kingston",,"2 x 8GB","HX426C16FB3K2/16",,,,"DDR4-2666",,"1.2 V",,"https://pcpartpicker.com/product/7YkgXL/kingston-hyperx-fury-16-gb-2-x-8-gb-ddr4-2666-cl16-memory-hx426c16fb3k216"
"Kingston FURY Beast RGB 32 GB (2 x 16 GB) DDR4-3600 CL18 Memory","Memory","278.7","In stock","https://www.awin1.com/cread.php?awinmid=91785&awinaffid=127079&ued=https%3A%2F%2Fwww.memoryc.com%2F59174-kingston-technology-fury-32gb-3600mt-s-ddr4-cl18-dimm-kit-of-2-beast-rgb.html","$","memoryc","278.7",,,,,,,,,,,"5","1","0%","0%","0%","0%","100%","18","Black","Non-ECC / Unbuffered","10 ns","288-pin DIMM (DDR4)","Yes","Kingston",,"2 x 16GB","KF436C18BB2AK2/32",,,"$8.712","DDR4-3600",,"1.35 V",,"https://pcpartpicker.com/product/bMdG3C/kingston-fury-beast-rgb-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-kf436c18bb2ak232"
"Kingston FURY Beast RGB 32 GB (2 x 16 GB) DDR5-6400 CL32 Memory","Memory","369.9","In stock","https://click.linksynergy.com/deeplink?id=8BacdVP0GFs&mid=44583&murl=https%3A%2F%2Fwww.newegg.com%2Fkingston-technology-corp-fury-beast-32gb-ddr5-6400-cas-latency-cl32-memory-black%2Fp%2FN82E16820242869%3Fitem%3DN82E16820242869","$","newegg","369.9",,,,,,,,,,,"5","1","0%","0%","0%","0%","100%","32","Black","Non-ECC / Unbuffered","10 ns","288-pin DIMM (DDR5)","Yes","Kingston",,"2 x 16GB","KF564C32BBEAK2-32",,,"$11.562","DDR5-6400",,"1.4 V",,"https://pcpartpicker.com/product/Yr3NnQ/kingston-fury-beast-rgb-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-kf564c32bbeak2-32"
